FFQ	16	0	0	0	0	0	115	127	226	12279	955	93120	33887	358	80	208	3011	32809	111519	75582	78705	1332	15783	12641	32933	117584	341816	157898	743343	47860	337933	575526	876027	1317886	2161801	1456065	1391128	4282973	3716173	12003183	8576949	25400175	70947215	0
FFQ	17	0	0	0	0	0	121	165	299	13449	1490	100211	36399	402	88	316	3426	34356	111749	79094	81764	1375	16702	13481	36054	124633	346842	161498	751876	49117	345595	590672	890534	1325483	2195963	1471089	1425434	4318170	3748602	12105217	8593062	25556430	70426047	0
FFQ	18	0	0	0	0	0	113	201	380	14682	2184	103438	37658	416	149	316	4093	35307	114147	83963	82522	1559	17468	13702	38461	129290	346819	163910	760994	50113	349651	606595	896776	1337638	2209432	1491351	1456937	4343443	3787737	12190345	8640325	25767394	69877696	0
FFQ	19	0	0	2	0	0	147	247	473	16408	2927	109624	40130	506	174	409	4927	33662	8292	200459	85898	1676	18448	14169	42070	138683	349725	166621	771021	52204	356656	621945	909446	1351070	1353913	2389593	1493819	3888414	3610563	9931214	10085327	26521726	70384617	0
FFQ	20	0	0	2	0	0	137	271	472	15281	3507	97251	34162	521	257	503	5578	33878	10768	188897	84223	1817	19385	14451	45556	144864	343718	168750	767686	53216	358753	632598	913763	1348548	1361227	2410721	1529265	3907624	3654622	10043343	10323792	26673996	69763802	0
FFQ	21	0	0	3	0	0	152	369	644	16552	4712	98082	34113	593	276	613	6575	35789	13882	185118	85989	1986	20545	15057	50161	158023	339885	171473	766875	55076	365513	656272	927665	1349887	1383016	2437744	1573255	3949036	3719072	10184582	10603262	26784856	68960502	0
FFQ	22	0	0	102	0	0	152	478	810	18728	6534	103265	34978	633	378	760	7500	38281	18679	180448	88609	2112	21809	15787	56076	173483	333373	175031	766884	57311	374615	678502	940445	1338122	1401010	2447866	1621537	3985501	3763233	10325435	10910710	26909184	68158844	0
FFQ	23	0	0	19	0	0	182	535	976	20900	8781	103102	33668	797	529	945	9069	42049	25725	178259	92005	2502	23777	16923	64212	193744	328887	181621	782225	60490	383298	714850	957773	1357338	1431524	2503191	1680093	4042551	3858837	10491094	11237460	26984402	67142872	0
FFQ	24	0	0	0	0	0	180	624	1200	23769	11897	107010	33191	861	677	1086	10375	45129	31577	171260	96058	2709	25766	17749	71043	219823	315736	185522	776901	63589	392509	749552	971358	1342836	1455062	2526946	1739358	4074950	3919110	10778619	10786020	25287258	68719895	0
FFQ	25	0	0	39	0	0	153	713	1316	24518	14489	99595	28105	904	792	1294	12134	47720	38121	158198	95800	2817	27604	18718	78333	248579	299207	188565	765289	65982	399334	784278	985685	1314902	1481488	2543030	1802291	4102593	3956549	10960165	10892214	25820268	67695423	0
FFQ	26	0	0	20	0	0	202	912	1667	29805	20473	106145	26703	1108	940	1536	14267	53342	46280	148638	99775	3288	29904	19986	86463	285095	283671	194524	757115	69676	407704	833046	1000142	1297773	1510218	2566857	1878594	4148947	4000811	11167419	10881204	26442918	66540037	0
FFQ	27	0	0	34	0	0	230	1095	1933	33875	26645	103755	21809	1253	1237	1900	16927	59244	54852	139159	102342	3814	32751	21214	94129	324482	268963	199619	751646	74411	418325	896539	1019669	1271507	1543048	2593329	1967067	4187439	4053091	11378870	10851112	27108065	65331825	0
FFQ	28	0	0	1	0	0	242	1249	2242	35684	32142	95772	15586	1458	1442	2109	20314	64577	61991	125991	103077	4300	35898	23041	99908	362099	257083	205314	741268	78262	424579	965524	1034164	1244508	1579558	2618547	2065462	4218972	4102659	11634834	10783414	27784205	64129729	0
FFQ	29	0	0	31	0	0	273	1445	2897	41604	42014	93967	10612	1696	1740	2541	23250	71374	64154	118633	108260	5066	40351	25617	105573	406775	250624	214506	728669	83820	437745	1047774	1064527	1209924	1632048	2652605	2183050	4263426	4167539	11951522	10687573	28436184	62777796	0
FFQ	30	0	0	11	0	0	283	1708	3639	49577	56066	92528	6454	1905	2216	3088	27933	82776	66725	115140	113805	5757	42140	27692	114025	441809	260234	222921	717414	90625	450857	1139864	1092523	1167405	1687026	2686750	2311522	4301100	4243133	12300874	10576044	28975621	61478015	0
FFQ	31	0	0	9	0	0	303	2028	4139	51957	65457	75657	2675	2197	2549	3604	31612	90014	60361	111141	114943	6616	45805	29510	117450	462903	277268	230292	694931	95574	459296	1227388	1112169	1109015	1735285	2702061	2456947	4306205	4307146	12667001	10420196	29446181	60429320	0
FFQ	32	0	0	5	0	0	355	2495	4919	58074	80924	64584	1115	2656	2723	4205	36164	97180	50692	111847	117357	7587	50307	32209	117864	478250	297923	237833	667214	102215	471498	1310560	1136844	1043881	1793795	2709624	2607893	4307640	4368476	13045966	10203389	29807619	59523323	0
FFQ	33	0	0	101	0	0	398	2860	5834	64075	98063	49797	545	2774	3456	4921	42065	106581	40952	114350	122164	8792	56398	35285	122480	494161	331138	247158	650229	110630	483417	1413968	1167738	987163	1863827	2722114	2788535	4303258	4446263	13464056	9960153	30037826	58603680	0
FFQ	34	0	0	2	0	0	438	3231	6896	64667	106948	32305	574	3254	3804	5850	47088	114124	30847	116764	123848	9773	61314	37933	126491	505577	362624	257797	629236	120142	492806	1515580	1197176	935093	1938847	2744211	2987153	4287976	4539552	13897606	9735330	30231602	57682746	0
FFQ	35	0	0	3	0	0	412	3654	7779	65380	116313	18897	616	3640	4302	6876	51585	111663	22100	118896	126327	11288	64905	41383	128484	516843	372430	270365	612826	130325	509749	1572861	1225250	890168	2025691	2736539	3192371	4238661	4631284	14300077	9541243	30530640	56755379	0
FFQ	36	0	0	6	0	0	475	4151	9385	67447	126174	10391	772	3997	5040	8066	56936	110725	16984	122290	130044	12653	70832	45248	133599	527932	382322	279875	605786	141621	523883	1623184	1254062	870296	2113350	2724114	3411596	4173964	4709604	14629663	9384889	30746529	55919320	0
FFQ	37	0	0	75	0	0	542	4677	11251	69397	135061	4636	826	4629	5669	9363	63678	108401	15073	125418	134710	14231	78230	49928	138842	543317	384096	293815	609033	154931	538507	1661412	1291025	867836	2216667	2725584	3641822	4107945	4788366	14910585	9308010	30989448	54950169	0
FFQ	38	0	0	21	0	0	616	5459	13180	73084	145075	1898	1048	5302	6949	10998	72221	108941	15523	130937	140841	16796	86892	55917	149699	564328	389555	313041	620080	173510	560173	1711092	1332079	885728	2339937	2734414	3890853	4037725	4884378	15153531	9291828	31115178	53918378	0
FFQ	39	0	0	98	0	0	578	5513	13934	68358	137257	719	1165	5803	7968	12043	79603	101407	16234	125520	136196	19878	84793	60103	165825	565507	398349	322033	602206	189162	540293	1779326	1328715	873977	2436369	2661439	4141408	3804362	4992094	14272083	10303416	30238400	54465071	0
FFQ	40	0	0	76	0	0	641	6306	15446	68604	138202	424	1183	6319	8310	13749	82189	90599	18129	126890	138073	22464	92238	65452	177146	582614	375928	338345	614854	205442	558292	1758147	1360315	898056	2547392	2632131	4344917	3725025	5052591	14388588	10302170	30358514	53841444	0
FFQ	41	0	0	23	0	0	700	6839	17290	67870	137978	403	1274	6749	9330	15119	87386	81428	20206	127799	139380	24095	96962	69399	184677	587683	349200	349419	620390	221749	572308	1717478	1386678	925539	2651517	2593311	4495782	3684127	5089065	14496113	10266006	30526595	53172906	0
FFQ	42	0	0	17	0	0	776	7572	19713	67332	135449	447	1462	7565	10528	16911	92925	72396	22685	127986	142196	26754	100073	73711	195869	592645	329578	363391	623389	243023	583959	1702577	1410646	946858	2759701	2560686	4635021	3668159	5139246	14590373	10205653	30528501	52641817	0
FFQ	43	0	0	2	0	0	877	8472	22535	68610	136637	465	1725	8702	12354	19820	98782	64594	25505	130220	145175	29964	105320	80988	210884	603152	311898	382937	631238	269853	602576	1702461	1450293	978006	2888273	2556330	4761708	3703819	5220672	14752315	10168943	30518849	51821006	0
FFQ	44	0	0	8	0	0	754	8047	22100	60590	122692	528	1848	8975	13689	20870	101164	53132	25388	119391	133550	34016	102626	86792	222275	578095	296466	386347	590791	296850	562818	1710166	1422544	961195	2967004	2429751	4857162	3540519	5320505	14355228	10520361	29778305	52637000	0
FFQ	45	0	0	0	0	0	584	8108	26153	77215	162939	517	1932	8479	16005	22128	113050	46118	25337	109150	124838	52134	81507	88500	232476	564936	291448	376176	542475	320977	510684	1701932	1352327	909463	3017102	2261354	4976870	3279812	5512188	13527277	10899949	29486647	53468302	0
FFQ	46	0	0	2	0	0	463	5888	19507	48098	97020	410	1575	7748	15242	21288	102735	35321	24865	95711	110943	50252	77017	86944	234840	537099	255701	368948	523773	326806	513475	1568653	1336742	914988	2953230	2232028	4965332	3369525	5412468	13349746	10505947	29212691	54678148	0
FFQ	47	0	0	0	0	0	440	6778	21839	50184	97957	361	1616	7808	15071	21929	87656	27347	26280	94819	111388	49675	75535	85966	235680	516016	205712	372620	520156	342753	524877	1444467	1340843	931802	2924038	2248448	5018563	3456761	5389844	13167092	10209313	28942989	55348038	0
FFQ	48	0	0	0	0	0	454	6785	22999	50423	94385	389	1683	8015	17304	23339	83612	23943	28098	94073	111146	51331	74759	89752	247903	507887	175756	379363	518139	369185	534553	1347378	1351058	949141	2889846	2302150	5071635	3563360	5406126	13034192	10109332	28734120	55504058	0
FFQ	49	0	0	0	0	0	423	6674	23600	48864	87327	422	1757	8128	17879	25237	78066	21468	29232	93194	111694	54479	74699	95163	243399	515492	147164	394964	533175	402737	550032	1302482	1381792	979083	2900900	2369748	5062326	3778616	5521617	11470281	11596960	28570983	55127295	0
FFQ	50	0	0	0	0	0	483	6803	25041	49120	83608	385	1803	8621	19763	27120	72072	20066	30727	93685	111972	58132	75177	102687	261499	510410	128237	415687	532068	445980	562724	1276013	1416342	1011926	2923366	2480106	5204068	3895900	5663687	11459859	11698370	28396862	54404469	0
FFQ	51	0	0	24	0	0	492	6590	24258	45721	71559	518	2151	10259	30087	35593	85819	16864	27341	80990	92713	79515	81035	142978	339504	584065	152448	492982	518473	724715	544649	1914531	1674604	1168336	4254780	3035844	6046338	4296330	9157139	14513632	18976142	27894136	36206458	0
FFQ	52	0	0	0	0	0	638	7726	27916	51328	73930	595	2377	10451	27999	33272	65844	17075	29642	85909	100418	73200	76682	127941	313646	494055	101597	473597	505615	612154	550504	1391826	1588341	1155902	3371445	2946805	5723868	4222935	7189849	13126891	17700204	32220890	38678894	0
FFQ	53	0	0	34	0	0	632	7432	27041	47640	61101	622	2399	10553	27318	32835	54566	17138	30855	86488	100023	74308	73589	127638	309267	452849	82594	471374	491796	597746	568418	1184804	1536981	1142122	2993904	2926102	5740052	4289919	6437833	11980445	14216505	30445587	46393702	0
FFQ	54	0	0	0	0	0	671	7935	28583	50226	57068	635	2584	10649	28229	32864	44522	17103	31224	87863	99582	76652	73115	132892	312571	421018	74412	480831	481497	621072	582740	1078742	1544174	1150245	2841918	3000316	5903398	4401746	6354380	11354713	13017932	28044269	50455844	0
FFQ	55	0	0	0	0	0	745	8604	31301	54770	55171	690	2967	9884	30721	36261	40272	16604	32281	89891	99173	77394	77444	141533	322517	280880	189263	500387	467680	667155	597977	1012583	1572428	1179568	2753074	3159531	6136119	4554462	6240394	11301477	12686562	26964254	51366231	0
FFQ	56	0	0	0	0	0	806	9424	33832	61754	52944	781	3200	10694	35335	37946	37607	16715	33031	92924	100386	83279	79060	154331	335106	258441	189168	523908	462674	718565	616497	965459	1616481	1223024	2711283	3320465	6392208	4732845	6425177	11136060	12706413	26330366	51099680	0
FFQ	57	0	0	186	0	0	859	8648	32329	60126	42687	866	3518	10939	37818	38586	32123	16960	33780	95670	99490	89409	81395	167445	349360	239044	193490	552343	459119	780369	642989	930521	1678026	1278102	2699985	3529777	6688995	4974939	6646538	11078631	12867212	25866697	50145452	0
FFQ	58	0	0	8	0	0	913	9547	34897	68214	40984	949	3834	10960	39030	38397	26675	17081	34313	100245	100183	94939	84092	177412	356284	215713	198291	581550	454086	833225	669369	892035	1743842	1340931	2681837	3742776	7031596	5230127	6882299	11018653	13110521	25440067	48994505	0
FFQ	59	0	0	3	0	0	979	8832	33308	67536	31641	1023	4062	11240	42392	36286	23912	16800	33752	104203	98927	88005	79720	212521	333741	187642	191482	663048	444822	893198	692246	866148	1807612	1404294	2672269	3971626	7414715	5509223	7152109	10953112	13219006	24963839	47911004	0
FFQ	60	0	0	1	0	0	998	8820	33247	69993	25595	1075	4316	11209	42826	34157	19078	16768	34361	108688	97676	92922	80959	225973	332279	170068	196786	697137	435271	944631	723450	846856	1874452	1473230	2664060	4206996	7828358	5815412	7481492	10878707	13603609	24461823	46448049	0
FFQ	61	0	0	0	0	0	1078	8966	34895	74907	21567	1222	4651	11317	45515	32549	17180	16843	34993	113069	96733	98967	83136	244044	331062	156864	203696	737422	428011	994750	756025	835787	1948258	1549315	2653450	4457216	8285217	6162716	7829923	10803922	14057695	23914716	44784120	0
FFQ	62	0	0	0	0	0	1244	9292	37224	82349	17787	1359	5081	11725	48933	31996	15761	17182	36207	119111	96207	104891	86068	261664	325528	146345	209847	777400	419017	1036532	792317	834302	2024439	1626859	2657337	4711054	8802662	6524594	8198763	10710792	14523510	23296297	43065073	0
FFQ	63	0	0	4	0	0	1350	9401	38067	85695	13625	1479	5488	11755	51319	30890	14937	17286	36619	124761	94913	111045	88708	280797	317447	139145	216587	820969	409190	1075953	829592	844724	2104017	1707297	2665964	4977980	9391079	6913570	8605391	10586083	15013493	22595790	41268498	0
FFQ	64	0	0	2	0	0	1450	9156	38834	87061	9372	1617	5899	11626	52642	29058	14390	17414	36902	129374	92559	117811	91531	299747	306832	133264	223458	862026	399814	1107139	870162	864884	2181803	1791557	2675066	5252654	10061227	7313730	9048794	10419784	15514632	21835799	39425835	0
FFQ	65	0	0	0	0	0	1452	8961	39969	89379	6531	1832	6241	11695	52871	27578	12027	19192	38719	126566	100577	124586	95382	298124	312840	131267	232497	903907	343791	1121188	979238	897168	2274910	1874803	2710622	5541204	10787058	7760220	9557723	10236258	16008022	21037784	37393323	0
FFQ	66	0	0	0	0	0	1596	8685	40779	87919	4189	1845	6455	11471	53140	25914	11516	18923	38922	132238	98673	129493	98265	313828	296624	129919	240783	944605	330003	1122989	1027013	939851	2347520	1962122	2741491	5828640	11598073	8249090	10081348	9986999	16553603	20141369	35391108	0
FFQ	67	0	0	0	0	0	1758	9305	44743	94020	2637	2079	7352	11718	54041	25156	11676	19666	39930	140561	97879	136342	100981	331136	280832	131568	254104	992883	323345	1123711	1085040	992539	2423279	2058872	2791213	6144305	12469870	8768964	10636288	9713431	17064425	19204683	33229902	0
FFQ	68	0	0	0	0	0	1699	8312	43814	87235	1364	2278	7672	11591	54323	23736	11840	19641	39751	144155	93827	142414	104574	347755	268172	134215	261606	1036163	313472	1115836	1139387	1056110	2495271	2149256	2856908	6460124	13415038	9318184	11242994	9374731	17616452	18181380	31065089	0
FFQ	69	0	0	0	0	0	2056	9665	51256	98959	863	2522	8367	12082	55699	23346	12434	20588	42296	154314	93810	149594	110767	360318	253590	138560	275914	1084343	310388	1103747	1207179	1127148	2557349	2251604	2937310	6809665	14434351	9898072	11863336	9029753	18095308	17082889	28789488	0
FFQ	70	0	0	0	0	0	2126	8776	51773	93502	434	2744	9128	12498	57640	23143	13049	20692	43305	161568	90384	158570	115357	338198	215190	209135	288866	1133930	309131	1093906	1274716	1206050	2619340	2362662	3045825	7201914	15535685	10512468	12498675	8643238	18570654	15941708	26402061	0
FFQ	71	0	0	0	0	0	2214	8689	54304	90779	179	3074	9722	12503	56270	21941	13656	21072	44745	170476	88093	167848	119153	346538	203444	219024	303459	1184029	312023	1080743	1354062	1301184	2692630	2482566	3172052	7627269	16692873	11158253	13158019	8231153	19005490	14721056	23946869	0
FFQ	72	0	0	3	0	0	2247	8331	56151	86275	84	3359	9983	12617	54828	20701	14503	21159	45685	178319	84556	175126	121954	349940	192953	228104	318336	1225031	313898	1052984	1425087	1387060	2739069	2586870	3318646	8071457	17958878	11803542	13859184	7775372	19377165	13462579	21544826	0
FFQ	73	0	0	0	0	0	2153	7648	56888	81231	35	3429	10006	12546	51556	19181	14691	21279	45826	184003	79961	182008	123335	347790	182142	235974	332269	1258899	321930	1014803	1494123	1470227	2767760	2680081	3481403	8520369	19307640	12455689	14601933	7294244	19647893	12194807	19187536	0
FFQ	74	0	0	1	0	0	2368	7610	60093	80994	23	3707	10592	13114	49815	18451	15648	21385	46988	192569	76610	193799	125055	346208	178343	246971	350133	1302123	330835	989385	1573003	1565299	2815343	2781778	3663079	9004162	20731728	13090054	15330188	6783345	19758159	10866600	16866544	0
FFQ	75	0	0	0	0	0	2418	7279	62610	77812	18	3970	10813	13371	48205	18406	16318	22291	48580	204712	72776	203182	128471	342781	176083	258099	367788	1243269	445868	955787	1655772	1648585	2863867	2883101	3853825	9545940	22221193	13737068	16054932	6268946	19709870	9536828	14574086	0
FFQ	76	0	0	0	0	0	2320	6803	60979	69016	10	4822	13365	13997	60025	16280	17744	19845	48174	192762	70768	261241	154497	403383	213674	330243	414800	1565227	570224	1314807	2125482	2590292	4066849	4376069	5207303	13621075	20878839	15314985	13771138	5876321	19857472	7311635	8266317	0
FFQ	77	0	0	0	0	0	2613	6706	62444	63897	10	4769	12255	13404	47633	15548	17747	20218	47150	196802	62607	231002	135747	335489	180752	286014	385103	1362587	500544	968178	1912370	2071501	3332912	3639459	5007963	12715410	23715679	15768394	15666489	5191430	20150866	7333069	7430887	0
FFQ	78	0	0	0	0	0	2875	6375	65113	60443	12	4917	12291	13521	42186	14886	18459	20261	47813	204269	57923	228214	129868	299403	173319	280858	392317	1291475	491214	824550	1864270	1902269	3043703	3273909	4641663	11748374	26832504	15966880	17558574	4587741	18927435	6244526	7431210	0
FFQ	79	0	0	0	0	0	3115	6292	69304	57923	9	5164	12745	13639	39200	14629	19275	20933	48007	210431	54831	232399	128571	276017	172341	286645	407983	1269635	502820	745000	1876573	1859836	2965658	3176127	4579716	11700768	29331624	16393531	18543787	4001317	17960233	4803928	6718934	0
FFQ	80	0	0	0	0	0	3294	6009	71176	52740	15	5779	14126	14173	38020	14238	20396	20710	49475	217610	53138	246408	131327	261090	177363	298356	432412	1277070	523513	691422	1929955	1873915	2985051	3185221	4664179	12049230	31548122	16876820	19074696	3438300	16879903	3692948	5493197	0
FFQ	81	0	0	0	0	0	3364	5800	75136	49399	11	6329	14421	14868	35670	13630	21900	21312	51261	224172	52379	257776	132739	244022	183610	309588	457063	1288560	549092	647238	2000644	1907793	3050248	3246332	4816188	12629790	33650700	17356469	19289738	2950603	15539855	2797047	4215755	0
FFQ	82	0	0	0	0	0	3623	5733	79358	46024	17	6910	14886	15642	33871	13682	23188	21939	52612	229968	52141	272311	134272	227205	190529	322117	484423	1304725	574189	606727	2075738	1936110	3131137	3320230	4969945	13270711	35753900	17815409	19247769	2492804	14018451	2061770	3094027	0
FFQ	83	0	0	0	0	0	3574	5414	84506	42379	15	7183	15137	16225	31629	13207	23892	22280	54404	236736	52575	282521	135005	208828	198986	332722	510991	1303386	600485	562081	2139981	1955573	3217205	3400663	5131673	13963273	37905490	18217763	18952262	2082897	12338228	1466445	2178316	0
FFQ	84	0	0	0	0	0	3856	5401	89607	39528	20	7899	15858	16911	30529	13281	25391	23071	56012	245409	54586	299005	136601	193089	208969	346902	546241	1319367	630507	528953	2224005	1977148	3324351	3502574	5278911	14687118	40002213	18534105	18370272	1705920	10565980	1000306	1466653	0
FFQ	85	0	0	0	0	0	3936	5291	95434	36530	14	8916	16830	18036	29266	12766	26790	23388	57836	252946	57802	315425	137525	177196	218916	363481	581636	1323642	664886	496100	2311635	1998076	3434964	3607375	5438379	15466741	42055073	18739470	17520246	1370798	8789541	653042	939026	0
FFQ	86	0	0	0	0	0	4338	5388	102437	33388	12	9595	17390	19321	27358	12903	28530	24293	60116	259747	61645	332896	138790	160180	228957	377923	621674	1324526	698219	466355	2390110	2017376	3540208	3717253	5568297	16231301	44104274	18847893	16435362	1076145	7089633	406129	573824	0
FFQ	87	0	0	0	0	0	4508	4960	106374	29382	19	10184	17793	20205	25453	12216	29945	24180	61405	264010	65973	348171	137055	143734	238071	391660	658033	1310298	732331	439203	2465976	2018637	3635439	3825821	5697540	16983080	46140053	18851868	15153585	822908	5529223	240341	332944	0
FFQ	88	0	0	0	0	0	4843	5232	116020	27285	17	11332	18456	21333	23586	12076	31530	25454	62932	270566	70375	362144	133898	127157	249041	404914	697440	1282695	765963	411115	2525769	2020405	3710673	3919691	5795481	17692622	48179325	18740382	13707772	610489	4163282	134970	184095	0
FFQ	89	0	0	0	0	0	4653	4376	111475	21045	19	11945	17936	21467	20414	11560	32468	25895	64765	272983	75670	378087	130285	112701	261957	418275	740475	1257492	800575	389552	2587414	2029129	3791722	4027301	5902677	18405085	50110692	18477378	12141285	440838	3008152	72118	96001	0
FFQ	90	0	0	0	0	0	4993	4428	116558	18258	17	12928	18479	22446	17882	11127	33778	26933	66339	279326	80760	388041	122879	96807	271146	433713	783449	1216340	840331	369097	2649383	2036968	3865652	4134813	5995331	19085332	51954145	18073258	10517493	305904	2085968	36949	48261	0
FFQ	91	0	0	0	0	0	5263	4043	121444	15400	8	13569	19036	23440	15758	10704	35913	27349	69335	284731	87851	405341	117431	85106	284529	451039	836560	1180375	881601	352239	2710908	2053672	3939329	4250512	6092627	19766603	53608503	17509270	8883294	204814	1380323	18665	23530	0
FFQ	92	0	0	0	0	0	5558	3875	126412	12899	11	15023	19721	24045	13624	10338	37066	28010	71253	289126	94208	416351	109132	73489	294420	465973	882772	1128869	918495	334286	2761275	2066674	3988527	4349896	6169272	20348165	55236329	16851068	7334203	131163	874716	9490	11807	0
FFQ	93	0	0	0	0	0	5595	3597	128632	10492	27	15948	19720	24721	11679	9983	38777	28927	72645	295633	103105	429427	100857	64121	306350	483167	935802	1076554	958224	317978	2810649	2080054	4029632	4441095	6234501	20902882	56722905	16053540	5906644	79976	527556	5122	6456	0
FFQ	94	0	0	0	0	0	5603	3352	130645	8507	20	16714	19996	24912	10111	9204	39451	29282	74258	298264	110014	438024	90764	55788	316194	497402	984955	1016944	998086	301935	2845738	2096055	4071035	4527598	6318048	21403222	58049211	15178614	4647622	46918	302392	3057	3723	0
