FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	162005	0	0	0	0	0	0	0	0	0	184821	0	0	0	0	320229	0	0	0	0	999282	0	0	0	0	4027598	0	0	0	41127213	0
FFQ	13	0	0	1	0	0	0	0	0	0	0	0	0	222624	0	0	0	0	0	0	0	0	0	181387	0	0	0	0	341238	0	0	0	0	1228209	0	0	0	0	4943199	0	0	0	39904490	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	226876	0	0	0	0	0	0	0	0	0	255084	0	0	0	0	456892	0	0	0	0	1264209	0	0	0	0	5289901	0	0	0	39328186	0
FFQ	15	0	0	17	0	0	0	0	0	0	0	0	0	215789	0	0	0	0	0	0	0	0	0	273833	0	0	0	0	566090	0	0	0	0	1010851	0	0	0	0	4930120	0	0	0	39824448	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	264522	0	0	0	0	0	0	0	0	0	292755	0	0	0	0	661417	0	0	0	0	1197502	0	0	0	0	5906568	0	0	0	38498384	0
FFQ	17	0	0	0	0	0	0	0	0	0	0	0	0	212741	0	0	0	0	0	0	0	0	0	266143	0	0	0	0	552563	0	0	0	0	989646	0	0	0	0	4908786	0	0	0	39891269	0
FFQ	18	0	0	0	0	0	0	0	0	0	0	0	0	254555	0	0	0	0	0	0	0	0	0	312409	0	0	0	0	620491	0	0	0	0	1124931	0	0	0	0	5125050	0	0	0	39383712	0
FFQ	19	0	0	0	0	0	0	0	0	0	0	0	0	188484	0	0	0	0	0	0	0	0	0	239788	0	0	0	0	460667	0	0	0	0	1118310	0	0	0	0	4814799	0	0	0	39999100	0
FFQ	20	0	0	0	0	0	0	0	0	0	0	0	0	203712	0	0	0	0	0	0	0	0	0	209887	0	0	0	0	381912	0	0	0	0	1121358	0	0	0	0	4755289	0	0	0	40148990	0
FFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	175041	0	0	0	0	0	0	0	0	0	200697	0	0	0	0	369845	0	0	0	0	960754	0	0	0	0	3993313	0	0	0	41121498	0
FFQ	22	0	0	1	0	0	0	0	0	0	0	0	0	206002	0	0	0	0	0	0	0	0	0	209041	0	0	0	0	387357	0	0	0	0	1035627	0	0	0	0	4557481	0	0	0	40425639	0
FFQ	23	0	0	0	0	0	0	0	0	0	0	0	0	314357	0	0	0	0	0	0	0	0	0	264120	0	0	0	0	451842	0	0	0	0	1148258	0	0	0	0	4657663	0	0	0	39984908	0
FFQ	24	0	0	7	0	0	0	0	0	0	0	0	0	279393	0	0	0	0	0	0	0	0	0	290423	0	0	0	0	501492	0	0	0	0	1440138	0	0	0	0	5451918	0	0	0	38857777	0
FFQ	25	0	0	0	0	0	0	0	0	0	0	0	0	400660	0	0	0	0	0	0	0	0	0	351971	0	0	0	0	573113	0	0	0	0	1494981	0	0	0	0	5435230	0	0	0	38565193	0
FFQ	26	0	0	3	0	0	0	0	0	0	0	0	0	312794	0	0	0	0	0	0	0	0	0	306066	0	0	0	0	606942	0	0	0	0	1381154	0	0	0	0	6316620	0	0	0	37897569	0
FFQ	27	0	0	18	0	0	0	0	0	0	0	0	0	350342	0	0	0	0	0	0	0	0	0	355666	0	0	0	0	665931	0	0	0	0	1407218	0	0	0	0	6042036	0	0	0	37999937	0
FFQ	28	0	0	0	0	0	0	0	0	0	0	0	0	372129	0	0	0	0	0	0	0	0	0	372500	0	0	0	0	813301	0	0	0	0	1295678	0	0	0	0	6272615	0	0	0	37694925	0
FFQ	29	0	0	0	0	0	0	0	0	0	0	0	0	247950	0	0	0	0	0	0	0	0	0	285152	0	0	0	0	577967	0	0	0	0	1074149	0	0	0	0	5339616	0	0	0	39296314	0
FFQ	30	0	0	0	0	0	0	0	0	0	0	0	0	209962	0	0	0	0	0	0	0	0	0	251711	0	0	0	0	526534	0	0	0	0	936640	0	0	0	0	4637448	0	0	0	40258853	0
FFQ	31	0	0	0	0	0	0	0	0	0	0	0	0	336526	0	0	0	0	0	0	0	0	0	369508	0	0	0	0	712197	0	0	0	0	1194187	0	0	0	0	5436834	0	0	0	38771896	0
FFQ	32	0	0	6	0	0	0	0	0	0	0	0	0	331613	0	0	0	0	0	0	0	0	0	337187	0	0	0	0	724463	0	0	0	0	1189756	0	0	0	0	5779550	0	0	0	38458573	0
FFQ	33	0	0	75	0	0	0	0	0	0	0	0	0	304656	0	0	0	0	0	0	0	0	0	314075	0	0	0	0	703534	0	0	0	0	1181812	0	0	0	0	6033519	0	0	0	38283477	0
FFQ	34	0	0	2	0	0	0	0	0	0	0	0	0	229914	0	0	0	0	0	0	0	0	0	277612	0	0	0	0	572020	0	0	0	0	987459	0	0	0	0	4700522	0	0	0	40053619	0
FFQ	35	0	0	0	0	0	0	0	0	0	0	0	0	234362	0	0	0	0	0	0	0	0	0	236804	0	0	0	0	506797	0	0	0	0	861363	0	0	0	0	4354999	0	0	0	40626823	0
FFQ	36	0	0	0	0	0	0	0	0	0	0	0	0	470311	0	0	0	0	0	0	0	0	0	410253	0	0	0	0	814852	0	0	0	0	1220324	0	0	0	0	5259834	0	0	0	38645574	0
FFQ	37	0	0	0	0	0	0	0	0	0	0	0	0	282899	0	0	0	0	0	0	0	0	0	291348	0	0	0	0	636472	0	0	0	0	1067056	0	0	0	0	5546686	0	0	0	38996687	0
FFQ	38	0	0	1	0	0	0	0	0	0	0	0	0	269446	0	0	0	0	0	0	0	0	0	300947	0	0	0	0	622811	0	0	0	0	1035715	0	0	0	0	5000383	0	0	0	39591845	0
FFQ	39	0	0	0	0	0	0	0	0	0	0	0	0	272508	0	0	0	0	0	0	0	0	0	280289	0	0	0	0	597594	0	0	0	0	997257	0	0	0	0	4900580	0	0	0	39772920	0
FFQ	40	0	0	109	0	0	0	0	0	0	0	0	0	340571	0	0	0	0	0	0	0	0	0	373541	0	0	0	0	727454	0	0	0	0	1203440	0	0	0	0	5578030	0	0	0	38598003	0
FFQ	41	0	0	47	0	0	0	0	0	0	0	0	0	336640	0	0	0	0	0	0	0	0	0	345118	0	0	0	0	694417	0	0	0	0	1116944	0	0	0	0	5068412	0	0	0	39215144	0
FFQ	42	0	0	0	0	0	0	0	0	0	0	0	0	290231	0	0	0	0	0	0	0	0	0	333015	0	0	0	0	669277	0	0	0	0	1136157	0	0	0	0	5226544	0	0	0	39074630	0
FFQ	43	0	0	6	0	0	0	0	0	0	0	0	0	407341	0	0	0	0	0	0	0	0	0	385860	0	0	0	0	766367	0	0	0	0	1191977	0	0	0	0	5179556	0	0	0	38750796	0
FFQ	44	0	0	1	0	0	0	0	0	0	0	0	0	453656	0	0	0	0	0	0	0	0	0	422250	0	0	0	0	832916	0	0	0	0	1221349	0	0	0	0	5407388	0	0	0	38299933	0
FFQ	45	0	0	6	0	0	0	0	0	0	0	0	0	420583	0	0	0	0	0	0	0	0	0	402803	0	0	0	0	817156	0	0	0	0	1211766	0	0	0	0	5416647	0	0	0	38327386	0
FFQ	46	0	0	37	0	0	0	0	0	0	0	0	0	240898	0	0	0	0	0	0	0	0	0	293143	0	0	0	0	607858	0	0	0	0	1024636	0	0	0	0	5083873	0	0	0	39304683	0
FFQ	47	0	0	0	0	0	0	0	0	0	0	0	0	246648	0	0	0	0	0	0	0	0	0	282315	0	0	0	0	583625	0	0	0	0	1006816	0	0	0	0	4578175	0	0	0	39816371	0
FFQ	48	0	0	0	0	0	0	0	0	0	0	0	0	271952	0	0	0	0	0	0	0	0	0	303637	0	0	0	0	620099	0	0	0	0	1027129	0	0	0	0	4833285	0	0	0	39416720	0
FFQ	49	0	0	1	0	0	0	0	0	0	0	0	0	450498	0	0	0	0	0	0	0	0	0	409869	0	0	0	0	811425	0	0	0	0	1220823	0	0	0	0	5224742	0	0	0	38314166	0
FFQ	50	0	0	8	0	0	0	0	0	0	0	0	0	300228	0	0	0	0	0	0	0	0	0	288639	0	0	0	0	616243	0	0	0	0	1029671	0	0	0	0	5334289	0	0	0	38820681	0
FFQ	51	0	0	137	0	0	0	0	0	0	0	0	0	273423	0	0	0	0	0	0	0	0	0	323044	0	0	0	0	668611	0	0	0	0	1072781	0	0	0	0	5118025	0	0	0	38892354	0
FFQ	52	0	0	0	0	0	0	0	0	0	0	0	0	298308	0	0	0	0	0	0	0	0	0	316609	0	0	0	0	690282	0	0	0	0	1147084	0	0	0	0	5671535	0	0	0	38186103	0
FFQ	53	0	0	0	0	0	0	0	0	0	0	0	0	246916	0	0	0	0	0	0	0	0	0	287536	0	0	0	0	602368	0	0	0	0	1026756	0	0	0	0	5024249	0	0	0	39086132	0
FFQ	54	0	0	0	0	0	0	0	0	0	0	0	0	196062	0	0	0	0	0	0	0	0	0	237010	0	0	0	0	501868	0	0	0	0	855933	0	0	0	0	4157561	0	0	0	40289077	0
FFQ	55	0	0	0	0	0	0	0	0	0	0	0	0	236206	0	0	0	0	0	0	0	0	0	252110	0	0	0	0	547313	0	0	0	0	913902	0	0	0	0	4559238	0	0	0	39691119	0
FFQ	56	0	0	0	0	0	0	0	0	0	0	0	0	251687	0	0	0	0	0	0	0	0	0	285009	0	0	0	0	594643	0	0	0	0	986428	0	0	0	0	4699363	0	0	0	39342714	0
FFQ	57	0	0	1	0	0	0	0	0	0	0	0	0	194051	0	0	0	0	0	0	0	0	0	238196	0	0	0	0	505737	0	0	0	0	851249	0	0	0	0	4100348	0	0	0	40230236	0
FFQ	58	0	0	0	0	0	0	0	0	0	0	0	0	284927	0	0	0	0	0	0	0	0	0	315242	0	0	0	0	643008	0	0	0	0	1043925	0	0	0	0	4730411	0	0	0	39057403	0
FFQ	59	0	0	6	0	0	0	0	0	0	0	0	0	262745	0	0	0	0	0	0	0	0	0	284137	0	0	0	0	588332	0	0	0	0	1004408	0	0	0	0	4408537	0	0	0	39484886	0
FFQ	60	0	0	0	0	0	0	0	0	0	0	0	0	261505	0	0	0	0	0	0	0	0	0	291366	0	0	0	0	599327	0	0	0	0	1114843	0	0	0	0	4427740	0	0	0	39296311	0
FFQ	61	0	0	0	0	0	0	0	0	0	0	0	0	302156	0	0	0	0	0	0	0	0	0	311723	0	0	0	0	637686	0	0	0	0	1167256	0	0	0	0	4481242	0	0	0	39050934	0
FFQ	62	0	0	0	0	0	0	0	0	0	0	0	0	334116	0	0	0	0	0	0	0	0	0	333316	0	0	0	0	678317	0	0	0	0	1189443	0	0	0	0	4598685	0	0	0	38777135	0
FFQ	63	0	0	26	0	0	0	0	0	0	0	0	0	262056	0	0	0	0	0	0	0	0	0	296806	0	0	0	0	613351	0	0	0	0	1182203	0	0	0	0	4608534	0	0	0	38909766	0
FFQ	64	0	0	0	0	0	0	0	0	0	0	0	0	270452	0	0	0	0	0	0	0	0	0	305409	0	0	0	0	622838	0	0	0	0	1216375	0	0	0	0	4594745	0	0	0	38826449	0
FFQ	65	0	0	0	0	0	0	0	0	0	0	0	0	185517	0	0	0	0	0	0	0	0	0	235370	0	0	0	0	505719	0	0	0	0	1003396	0	0	0	0	4060996	0	0	0	39809639	0
FFQ	66	0	0	0	0	0	0	0	0	0	0	0	0	193009	0	0	0	0	0	0	0	0	0	215292	0	0	0	0	481300	0	0	0	0	927936	0	0	0	0	3959766	0	0	0	39987978	0
FFQ	67	0	0	0	0	0	0	0	0	0	0	0	0	219169	0	0	0	0	0	0	0	0	0	240352	0	0	0	0	512096	0	0	0	0	937754	0	0	0	0	3919159	0	0	0	39898966	0
FFQ	68	0	0	0	0	0	0	0	0	0	0	0	0	237582	0	0	0	0	0	0	0	0	0	264656	0	0	0	0	555308	0	0	0	0	1045258	0	0	0	0	4171930	0	0	0	39415119	0
FFQ	69	0	0	0	0	0	0	0	0	0	0	0	0	243551	0	0	0	0	0	0	0	0	0	266507	0	0	0	0	556305	0	0	0	0	1023358	0	0	0	0	4146266	0	0	0	39417617	0
FFQ	70	0	0	6	0	0	0	0	0	0	0	0	0	171273	0	0	0	0	0	0	0	0	0	204400	0	0	0	0	443314	0	0	0	0	849255	0	0	0	0	3599562	0	0	0	40351197	0
FFQ	71	0	0	0	0	0	0	0	0	0	0	0	0	168140	0	0	0	0	0	0	0	0	0	193354	0	0	0	0	416746	0	0	0	0	779277	0	0	0	0	3306753	0	0	0	40720596	0
FFQ	72	0	0	1	0	0	0	0	0	0	0	0	0	198325	0	0	0	0	0	0	0	0	0	196860	0	0	0	0	415697	0	0	0	0	759111	0	0	0	0	3235234	0	0	0	40744871	0
FFQ	73	0	0	23	0	0	0	0	0	0	0	0	0	165351	0	0	0	0	0	0	0	0	0	206204	0	0	0	0	446114	0	0	0	0	765214	0	0	0	0	3279105	0	0	0	40652526	0
FFQ	74	0	0	25	0	0	0	0	0	0	0	0	0	251470	0	0	0	0	0	0	0	0	0	222686	0	0	0	0	439381	0	0	0	0	761395	0	0	0	0	3235735	0	0	0	40564763	0
FFQ	75	0	0	0	0	0	0	0	0	0	0	0	0	158637	0	0	0	0	0	0	0	0	0	213476	0	0	0	0	459939	0	0	0	0	808336	0	0	0	0	3312765	0	0	0	40485041	0
FFQ	76	0	0	0	0	0	0	0	0	0	0	0	0	171636	0	0	0	0	0	0	0	0	0	262064	0	0	0	0	549982	0	0	0	0	1787507	0	0	0	0	6444671	0	0	0	36185661	0
FFQ	77	0	0	0	0	0	0	0	0	0	0	0	0	169018	0	0	0	0	0	0	0	0	0	218579	0	0	0	0	476496	0	0	0	0	1165026	0	0	0	0	4714039	0	0	0	38622218	0
FFQ	78	0	0	3	0	0	0	0	0	0	0	0	0	176690	0	0	0	0	0	0	0	0	0	186413	0	0	0	0	391534	0	0	0	0	855965	0	0	0	0	3504459	0	0	0	40214209	0
FFQ	79	0	0	55	0	0	0	0	0	0	0	0	0	145612	0	0	0	0	0	0	0	0	0	194366	0	0	0	0	417847	0	0	0	0	802290	0	0	0	0	3290570	0	0	0	40442682	0
FFQ	80	0	0	2	0	0	0	0	0	0	0	0	0	143828	0	0	0	0	0	0	0	0	0	169790	0	0	0	0	359343	0	0	0	0	743477	0	0	0	0	2968145	0	0	0	40872942	0
FFQ	81	0	0	2	0	0	0	0	0	0	0	0	0	147993	0	0	0	0	0	0	0	0	0	182175	0	0	0	0	386075	0	0	0	0	758331	0	0	0	0	3081934	0	0	0	40663666	0
FFQ	82	0	0	1	0	0	0	0	0	0	0	0	0	164579	0	0	0	0	0	0	0	0	0	173618	0	0	0	0	354384	0	0	0	0	710090	0	0	0	0	2824732	0	0	0	40955175	0
FFQ	83	0	0	0	0	0	0	0	0	0	0	0	0	134640	0	0	0	0	0	0	0	0	0	179773	0	0	0	0	377696	0	0	0	0	700931	0	0	0	0	2837458	0	0	0	40915072	0
FFQ	84	0	0	0	0	0	0	0	0	0	0	0	0	148281	0	0	0	0	0	0	0	0	0	181619	0	0	0	0	382716	0	0	0	0	743968	0	0	0	0	3050421	0	0	0	40600099	0
FFQ	85	0	0	0	0	0	0	0	0	0	0	0	0	136310	0	0	0	0	0	0	0	0	0	167424	0	0	0	0	351481	0	0	0	0	701335	0	0	0	0	2829584	0	0	0	40883844	0
FFQ	86	0	0	0	0	0	0	0	0	0	0	0	0	139426	0	0	0	0	0	0	0	0	0	168461	0	0	0	0	348045	0	0	0	0	690813	0	0	0	0	2754196	0	0	0	40929697	0
FFQ	87	0	0	0	0	0	0	0	0	0	0	0	0	134160	0	0	0	0	0	0	0	0	0	165535	0	0	0	0	338713	0	0	0	0	681507	0	0	0	0	2729368	0	0	0	40941237	0
FFQ	88	0	0	3	0	0	0	0	0	0	0	0	0	194436	0	0	0	0	0	0	0	0	0	195710	0	0	0	0	378563	0	0	0	0	715020	0	0	0	0	2841238	0	0	0	40623454	0
FFQ	89	0	0	0	0	0	0	0	0	0	0	0	0	214719	0	0	0	0	0	0	0	0	0	224199	0	0	0	0	433401	0	0	0	0	782860	0	0	0	0	3085197	0	0	0	40165064	0
FFQ	90	0	0	147	0	0	0	0	0	0	0	0	0	139926	0	0	0	0	0	0	0	0	0	187684	0	0	0	0	393421	0	0	0	0	751124	0	0	0	0	2948249	0	0	0	40440758	0
FFQ	91	0	0	0	0	0	0	0	0	0	0	0	0	146233	0	0	0	0	0	0	0	0	0	178885	0	0	0	0	376517	0	0	0	0	739404	0	0	0	0	3006921	0	0	0	40367637	0
FFQ	92	0	0	1	0	0	0	0	0	0	0	0	0	143999	0	0	0	0	0	0	0	0	0	181910	0	0	0	0	370201	0	0	0	0	729635	0	0	0	0	2979144	0	0	0	40364652	0
FFQ	93	0	0	1	0	0	0	0	0	0	0	0	0	134966	0	0	0	0	0	0	0	0	0	180625	0	0	0	0	334196	0	0	0	0	697292	0	0	0	0	2837100	0	0	0	40538017	0
FFQ	94	0	0	5	0	0	0	0	0	0	0	0	0	150861	0	0	0	0	0	0	0	0	0	188311	0	0	0	0	335182	0	0	0	0	691029	0	0	0	0	2774026	0	0	0	40534214	0
FFQ	95	0	0	0	0	0	0	0	0	0	0	0	0	139597	0	0	0	0	0	0	0	0	0	193457	0	0	0	0	348360	0	0	0	0	705322	0	0	0	0	2848917	0	0	0	40388249	0
FFQ	96	0	0	0	0	0	0	0	0	0	0	0	0	144393	0	0	0	0	0	0	0	0	0	194266	0	0	0	0	356059	0	0	0	0	724035	0	0	0	0	2954979	0	0	0	40198913	0
FFQ	97	0	0	0	0	0	0	0	0	0	0	0	0	137250	0	0	0	0	0	0	0	0	0	185471	0	0	0	0	334596	0	0	0	0	700137	0	0	0	0	2853883	0	0	0	40309861	0
FFQ	98	0	0	3	0	0	0	0	0	0	0	0	0	138146	0	0	0	0	0	0	0	0	0	189200	0	0	0	0	341211	0	0	0	0	701085	0	0	0	0	2878193	0	0	0	40220452	0
FFQ	99	0	0	1	0	0	0	0	0	0	0	0	0	137095	0	0	0	0	0	0	0	0	0	185553	0	0	0	0	330662	0	0	0	0	683533	0	0	0	0	2773550	0	0	0	40303333	0
FFQ	100	0	0	0	0	0	0	0	0	0	0	0	0	132398	0	0	0	0	0	0	0	0	0	179264	0	0	0	0	317596	0	0	0	0	663358	0	0	0	0	2675147	0	0	0	40390054	0
FFQ	101	0	0	4	0	0	0	0	0	0	0	0	0	135060	0	0	0	0	0	0	0	0	0	185903	0	0	0	0	332038	0	0	0	0	680230	0	0	0	0	2789788	0	0	0	40177670	0
FFQ	102	0	0	0	0	0	0	0	0	0	0	0	0	130622	0	0	0	0	0	0	0	0	0	179837	0	0	0	0	319311	0	0	0	0	664187	0	0	0	0	2695886	0	0	0	40252138	0
FFQ	103	0	0	74	0	0	0	0	0	0	0	0	0	134370	0	0	0	0	0	0	0	0	0	180594	0	0	0	0	320447	0	0	0	0	659856	0	0	0	0	2669370	0	0	0	40217367	0
FFQ	104	0	0	0	0	0	0	0	0	0	0	0	0	156219	0	0	0	0	0	0	0	0	0	185822	0	0	0	0	315357	0	0	0	0	656448	0	0	0	0	2611400	0	0	0	40195219	0
FFQ	105	0	0	0	0	0	0	0	0	0	0	0	0	137649	0	0	0	0	0	0	0	0	0	201007	0	0	0	0	344691	0	0	0	0	682394	0	0	0	0	2745701	0	0	0	39945487	0
FFQ	106	0	0	0	0	0	0	0	0	0	0	0	0	159114	0	0	0	0	0	0	0	0	0	191716	0	0	0	0	328505	0	0	0	0	680789	0	0	0	0	2688659	0	0	0	39942767	0
FFQ	107	0	0	0	0	0	0	0	0	0	0	0	0	134578	0	0	0	0	0	0	0	0	0	195045	0	0	0	0	333590	0	0	0	0	671998	0	0	0	0	2644431	0	0	0	39944565	0
FFQ	108	0	0	1	0	0	0	0	0	0	0	0	0	133720	0	0	0	0	0	0	0	0	0	176945	0	0	0	0	309190	0	0	0	0	656546	0	0	0	0	2604214	0	0	0	39974847	0
FFQ	109	0	0	0	0	0	0	0	0	0	0	0	0	178309	0	0	0	0	0	0	0	0	0	196798	0	0	0	0	329303	0	0	0	0	674297	0	0	0	0	2709718	0	0	0	39695228	0
FFQ	110	0	0	1	0	0	0	0	0	0	0	0	0	160676	0	0	0	0	0	0	0	0	0	218699	0	0	0	0	355955	0	0	0	0	672187	0	0	0	0	2625658	0	0	0	39676411	0
FFQ	111	0	0	0	0	0	0	0	0	0	0	0	0	135555	0	0	0	0	0	0	0	0	0	200907	0	0	0	0	338105	0	0	0	0	689678	0	0	0	0	2706157	0	0	0	39563391	0
FFQ	112	0	0	2	0	0	0	0	0	0	0	0	0	131558	0	0	0	0	0	0	0	0	0	176519	0	0	0	0	305633	0	0	0	0	653046	0	0	0	0	2598170	0	0	0	39690863	0
FFQ	113	0	0	0	0	0	0	0	0	0	0	0	0	129471	0	0	0	0	0	0	0	0	0	174799	0	0	0	0	302152	0	0	0	0	635519	0	0	0	0	2544393	0	0	0	39690183	0
FFQ	114	0	0	8	0	0	0	0	0	0	0	0	0	130763	0	0	0	0	0	0	0	0	0	174027	0	0	0	0	303111	0	0	0	0	639021	0	0	0	0	2539806	0	0	0	39609587	0
FFQ	115	0	0	0	0	0	0	0	0	0	0	0	0	130601	0	0	0	0	0	0	0	0	0	172882	0	0	0	0	294797	0	0	0	0	620542	0	0	0	0	2483839	0	0	0	39609841	0
FFQ	116	0	0	0	0	0	0	0	0	0	0	0	0	145395	0	0	0	0	0	0	0	0	0	179107	0	0	0	0	293352	0	0	0	0	616808	0	0	0	0	2437512	0	0	0	39555104	0
FFQ	117	0	0	1	0	0	0	0	0	6	0	0	0	131247	0	0	0	0	0	0	0	0	0	186179	0	0	0	0	316788	0	0	0	0	640916	0	0	0	0	2556043	0	0	0	39308087	0
FFQ	118	0	0	1	0	0	0	0	0	54	0	0	0	133320	0	0	0	0	0	0	0	0	0	176272	0	0	0	0	306940	0	0	0	0	638176	0	0	0	0	2574003	0	0	0	39219079	0
FFQ	119	0	0	0	0	0	0	0	0	0	0	0	0	135483	0	0	0	0	0	0	0	0	0	177189	0	0	0	0	299749	0	0	0	0	628382	0	0	0	0	2473538	0	0	0	39239023	0
FFQ	120	0	0	3	0	0	0	0	0	14	0	0	0	155798	0	0	0	0	0	0	0	0	0	186804	0	0	0	0	304439	0	0	0	0	635970	0	0	0	0	2455232	0	0	0	39115460	0
FFQ	121	0	0	0	0	0	0	0	0	104	0	0	0	140763	0	0	0	0	0	0	0	0	0	198052	0	0	0	0	328031	0	0	0	0	661223	0	0	0	0	2552699	0	0	0	38871466	0
FFQ	122	0	0	167	0	0	0	0	0	368	0	0	0	137675	0	0	0	0	0	0	0	0	0	181332	0	0	0	0	302722	0	0	0	0	647686	0	0	0	0	2479881	0	0	0	38897757	0
FFQ	123	0	0	73	0	0	0	0	0	584	0	0	0	135535	0	0	0	0	0	0	0	0	0	177426	0	0	0	0	296862	0	0	0	0	634585	0	0	0	0	2416228	0	0	0	38880265	0
FFQ	124	0	0	0	0	0	0	0	0	519	0	0	0	146007	0	0	0	0	0	0	0	0	0	186912	0	0	0	0	312676	0	0	0	0	663859	0	0	0	0	2511135	0	0	0	38610087	0
FFQ	125	0	0	0	0	0	0	0	0	1045	0	0	0	142132	0	0	0	0	0	0	0	0	0	184162	0	0	0	0	303335	0	0	0	0	657626	0	0	0	0	2430423	0	0	0	38600620	0
FFQ	126	0	0	0	0	0	0	0	0	1527	0	0	0	159298	0	0	0	0	0	0	0	0	0	192593	0	0	0	0	303494	0	0	0	0	664479	0	0	0	0	2412809	0	0	0	38472522	0
FFQ	127	0	0	3	0	0	0	0	0	2943	0	0	0	145076	0	0	0	0	0	0	0	0	0	199804	0	0	0	0	326996	0	0	0	0	695476	0	0	0	0	2513491	0	0	0	38206618	0
FFQ	128	0	0	0	0	0	0	0	0	2677	0	0	0	140229	0	0	0	0	0	0	0	0	0	185408	0	0	0	0	302128	0	0	0	0	676018	0	0	0	0	2436858	0	0	0	38229707	0
